Rooms,Area,Decorate,subway,FiveYear,hasLift,TotalPrice,Price,Toward_s,Toward_n,Toward_e,Toward_w,Floor_h,Floor_m,Floor_l,BuyYesrs<3,BuyYesrs_3_5,BuyYesrs_6_10,BuyYesrs>10
2,52,1,1,1,1,85,16346,1,0,0,0,1,0,0,0,1,0,0
2,51,1,1,1,1,260,50980,1,1,0,0,0,1,0,0,1,0,0
2,40,1,0,1,1,54.4,13600,1,0,0,0,1,0,0,0,1,0,0
3,57,1,1,1,1,290,50877,1,1,0,0,0,1,0,0,1,0,0
2,42,1,0,1,1,145,34523,1,0,0,0,1,0,0,0,1,0,0
3,98,0,1,1,1,135,13775,1,1,0,0,0,1,0,0,1,0,0
2,55,1,0,1,1,145,26363,1,0,0,0,0,1,0,0,1,0,0
2,42,1,1,1,1,150,35714,1,0,0,0,0,0,1,0,1,0,0
1,48,1,1,1,1,158,32916,0,0,0,1,0,0,1,0,1,0,0
1,35,1,1,0,1,98,28000,0,1,0,1,1,0,0,0,1,0,0
1,65,1,1,1,1,120,18461,1,0,0,0,0,1,0,0,1,0,0
2,42,1,0,0,1,160.5,38214,1,0,0,0,1,0,0,0,1,0,0
2,42,1,0,0,1,172,40952,0,0,1,0,0,1,0,0,1,0,0
2,42,1,1,0,1,175,41666,1,0,0,0,0,1,0,0,1,0,0
2,46,1,1,0,1,168,36521,1,0,0,0,1,0,0,0,1,0,0
1,57,1,1,1,1,175,30701,1,0,0,0,1,0,0,0,1,0,0
3,89,1,1,1,1,485,54311,1,0,0,0,1,0,0,0,1,0,0
1,50,1,1,1,1,200,40000,0,0,1,0,0,0,0,0,1,0,0
1,53,1,1,1,1,120,22641,1,1,0,0,0,1,0,0,1,0,0
1,53,1,1,1,1,175,33018,1,0,0,0,0,0,1,0,1,0,0
2,46,1,1,1,1,120,26086,0,0,1,0,0,1,0,0,1,0,0
2,49,1,1,1,1,160,32653,1,0,1,0,1,0,0,0,1,0,0
1,35,1,1,1,1,120,34285,0,1,0,1,1,0,0,0,1,0,0
1,41,1,0,1,1,128,31219,0,0,1,0,0,0,1,0,1,0,0
2,41,1,1,1,1,148,35922,1,1,0,0,0,1,0,0,1,0,0
5,168,1,0,1,1,560,33234,1,0,0,0,0,0,1,0,1,0,0
2,42,1,1,1,1,125,29761,1,1,0,0,0,1,0,0,1,0,0
4,127,0,0,1,1,320,25196,1,0,0,0,0,0,1,0,1,0,0
2,50,1,1,1,1,200,40000,1,0,0,0,1,0,0,0,1,0,0
3,135,1,1,1,1,315,23333,1,0,0,0,0,1,0,0,1,0,0
1,45,1,0,0,1,123,27333,1,0,0,0,0,1,0,0,1,0,0
2,42,1,1,0,1,188,44761,1,0,0,0,0,1,0,0,1,0,0
2,49,1,1,0,1,145,29531,0,0,0,1,0,0,1,0,1,0,0
2,42,1,0,1,1,165,39007,1,0,0,0,0,0,1,0,1,0,0
1,60,1,1,1,1,255,42500,0,1,0,0,1,0,0,0,1,0,0
1,60,1,1,1,1,255,42500,0,1,0,0,1,0,0,0,1,0,0
1,45,1,1,1,1,135,30000,1,1,0,0,1,0,0,0,1,0,0
1,45,1,0,1,1,120,26666,1,0,0,0,0,0,1,0,1,0,0
2,42,1,0,1,1,160,38095,1,0,1,0,0,1,0,0,1,0,0
1,45,1,0,0,1,120,26666,1,0,0,0,1,0,0,0,1,0,0
1,40,1,1,1,1,98,24438,0,0,1,0,0,1,0,0,1,0,0
2,50,1,1,1,1,225,45000,1,0,0,0,0,1,0,0,1,0,0
3,89,1,0,0,0,355,39887,1,0,0,1,0,1,0,0,1,0,0
1,54,1,1,1,1,110,20220,1,0,0,0,0,1,0,0,1,0,0
5,155,1,1,1,0,725,46774,1,1,0,0,0,1,0,0,1,0,0
2,89,1,1,1,1,400,44943,1,1,0,0,0,1,0,0,1,0,0
3,102,1,1,1,0,290,28431,1,0,0,0,0,1,0,0,1,0,0
